seed,method,admm_controller,admm_rho0,bits,name,d_in,d_out,recon_error,final_primal,final_dual,final_rho
1,admm_gptq,task_norm_magnitude,1.0,4,lm_head,768,50272,0.04878780755980966,83.79643943346144,3.40142597989421,0.030456039086675483
2,gptq_proxy,,,4,model.decoder.layers.0.self_attn.k_proj,768,768,0.0988635630366311,,,
2,gptq_proxy,,,4,model.decoder.layers.0.self_attn.v_proj,768,768,0.15119345041356047,,,
2,gptq_proxy,,,4,model.decoder.layers.0.self_attn.q_proj,768,768,0.09422724783847175,,,
2,gptq_proxy,,,4,model.decoder.layers.0.self_attn.out_proj,768,768,0.08185236239534842,,,
2,gptq_proxy,,,4,model.decoder.layers.0.fc1,768,3072,0.05762582193006929,,,
2,gptq_proxy,,,4,model.decoder.layers.0.fc2,3072,768,0.06989931990959342,,,
2,gptq_proxy,,,4,model.decoder.layers.1.self_attn.k_proj,768,768,0.08690549474520733,,,
2,gptq_proxy,,,4,model.decoder.layers.1.self_attn.v_proj,768,768,0.14485415583999386,,,
2,gptq_proxy,,,4,model.decoder.layers.1.self_attn.q_proj,768,768,0.10407112775122287,,,
2,gptq_proxy,,,4,model.decoder.layers.1.self_attn.out_proj,768,768,0.12723833974615942,,,
2,gptq_proxy,,,4,model.decoder.layers.1.fc1,768,3072,0.06912379365010898,,,
2,gptq_proxy,,,4,model.decoder.layers.1.fc2,3072,768,0.14175954281380415,,,
2,gptq_proxy,,,4,model.decoder.layers.2.self_attn.k_proj,768,768,0.09627420367885284,,,
2,gptq_proxy,,,4,model.decoder.layers.2.self_attn.v_proj,768,768,0.13833561250943632,,,
2,gptq_proxy,,,4,model.decoder.layers.2.self_attn.q_proj,768,768,0.0940537561645034,,,
2,gptq_proxy,,,4,model.decoder.layers.2.self_attn.out_proj,768,768,0.15318947869968474,,,
2,gptq_proxy,,,4,model.decoder.layers.2.fc1,768,3072,0.08092899051010972,,,
2,gptq_proxy,,,4,model.decoder.layers.2.fc2,3072,768,0.0511304317570229,,,
2,gptq_proxy,,,4,model.decoder.layers.3.self_attn.k_proj,768,768,0.059144583259911364,,,
2,gptq_proxy,,,4,model.decoder.layers.3.self_attn.v_proj,768,768,0.13221917221756235,,,
2,gptq_proxy,,,4,model.decoder.layers.3.self_attn.q_proj,768,768,0.06344598266389552,,,
2,gptq_proxy,,,4,model.decoder.layers.3.self_attn.out_proj,768,768,0.14161668746637118,,,
2,gptq_proxy,,,4,model.decoder.layers.3.fc1,768,3072,0.0695408774964966,,,
2,gptq_proxy,,,4,model.decoder.layers.3.fc2,3072,768,0.14925891602581945,,,
2,gptq_proxy,,,4,model.decoder.layers.4.self_attn.k_proj,768,768,0.06987301218123573,,,
2,gptq_proxy,,,4,model.decoder.layers.4.self_attn.v_proj,768,768,0.13579892979168,,,
2,gptq_proxy,,,4,model.decoder.layers.4.self_attn.q_proj,768,768,0.07639378742019927,,,
2,gptq_proxy,,,4,model.decoder.layers.4.self_attn.out_proj,768,768,0.13113865524104434,,,
2,gptq_proxy,,,4,model.decoder.layers.4.fc1,768,3072,0.06245847954158706,,,
2,gptq_proxy,,,4,model.decoder.layers.4.fc2,3072,768,0.2094628887701342,,,
2,gptq_proxy,,,4,model.decoder.layers.5.self_attn.k_proj,768,768,0.07600359933386532,,,
2,gptq_proxy,,,4,model.decoder.layers.5.self_attn.v_proj,768,768,0.1498882365012799,,,
2,gptq_proxy,,,4,model.decoder.layers.5.self_attn.q_proj,768,768,0.07979000090573257,,,
2,gptq_proxy,,,4,model.decoder.layers.5.self_attn.out_proj,768,768,0.1462773088104955,,,
2,gptq_proxy,,,4,model.decoder.layers.5.fc1,768,3072,0.06787722494193728,,,
2,gptq_proxy,,,4,model.decoder.layers.5.fc2,3072,768,0.3522099453037018,,,
2,gptq_proxy,,,4,model.decoder.layers.6.self_attn.k_proj,768,768,0.08243533402043546,,,
2,gptq_proxy,,,4,model.decoder.layers.6.self_attn.v_proj,768,768,0.15436155276629843,,,
2,gptq_proxy,,,4,model.decoder.layers.6.self_attn.q_proj,768,768,0.08476674094410253,,,
2,gptq_proxy,,,4,model.decoder.layers.6.self_attn.out_proj,768,768,0.13831029863120461,,,
2,gptq_proxy,,,4,model.decoder.layers.6.fc1,768,3072,0.08448340111594009,,,
2,gptq_proxy,,,4,model.decoder.layers.6.fc2,3072,768,0.3625888664878716,,,
2,gptq_proxy,,,4,model.decoder.layers.7.self_attn.k_proj,768,768,0.1111486125621393,,,
2,gptq_proxy,,,4,model.decoder.layers.7.self_attn.v_proj,768,768,0.1617025087167062,,,
2,gptq_proxy,,,4,model.decoder.layers.7.self_attn.q_proj,768,768,0.12086739426672968,,,
2,gptq_proxy,,,4,model.decoder.layers.7.self_attn.out_proj,768,768,0.15509749402608208,,,
2,gptq_proxy,,,4,model.decoder.layers.7.fc1,768,3072,0.08254802235758803,,,
2,gptq_proxy,,,4,model.decoder.layers.7.fc2,3072,768,0.31574682711885554,,,
2,gptq_proxy,,,4,model.decoder.layers.8.self_attn.k_proj,768,768,0.12486298805815182,,,
2,gptq_proxy,,,4,model.decoder.layers.8.self_attn.v_proj,768,768,0.19588406119869264,,,
2,gptq_proxy,,,4,model.decoder.layers.8.self_attn.q_proj,768,768,0.1343833936625246,,,
2,gptq_proxy,,,4,model.decoder.layers.8.self_attn.out_proj,768,768,0.13115783164581477,,,
2,gptq_proxy,,,4,model.decoder.layers.8.fc1,768,3072,0.07309053332861608,,,
2,gptq_proxy,,,4,model.decoder.layers.8.fc2,3072,768,0.31669629159219437,,,
2,gptq_proxy,,,4,model.decoder.layers.9.self_attn.k_proj,768,768,0.14719491335989854,,,
2,gptq_proxy,,,4,model.decoder.layers.9.self_attn.v_proj,768,768,0.1831736807093181,,,
2,gptq_proxy,,,4,model.decoder.layers.9.self_attn.q_proj,768,768,0.1556991005294436,,,
2,gptq_proxy,,,4,model.decoder.layers.9.self_attn.out_proj,768,768,0.1238331728147041,,,
2,gptq_proxy,,,4,model.decoder.layers.9.fc1,768,3072,0.06460893738404803,,,
2,gptq_proxy,,,4,model.decoder.layers.9.fc2,3072,768,0.2667063629882802,,,
2,gptq_proxy,,,4,model.decoder.layers.10.self_attn.k_proj,768,768,0.13758018625857185,,,
2,gptq_proxy,,,4,model.decoder.layers.10.self_attn.v_proj,768,768,0.1790555220258305,,,
2,gptq_proxy,,,4,model.decoder.layers.10.self_attn.q_proj,768,768,0.13048912636995236,,,
2,gptq_proxy,,,4,model.decoder.layers.10.self_attn.out_proj,768,768,0.13516242804580542,,,
2,gptq_proxy,,,4,model.decoder.layers.10.fc1,768,3072,0.06093331760542556,,,
2,gptq_proxy,,,4,model.decoder.layers.10.fc2,3072,768,0.2710149436189752,,,
2,gptq_proxy,,,4,model.decoder.layers.11.self_attn.k_proj,768,768,0.14336322088007475,,,
2,gptq_proxy,,,4,model.decoder.layers.11.self_attn.v_proj,768,768,0.18033277191360497,,,
2,gptq_proxy,,,4,model.decoder.layers.11.self_attn.q_proj,768,768,0.1323692932434089,,,
2,gptq_proxy,,,4,model.decoder.layers.11.self_attn.out_proj,768,768,0.1303999654501894,,,
2,gptq_proxy,,,4,model.decoder.layers.11.fc1,768,3072,0.06827504739396834,,,
2,gptq_proxy,,,4,model.decoder.layers.11.fc2,3072,768,0.10988892661249892,,,
2,gptq_proxy,,,4,lm_head,768,50272,0.04490990541457822,,,
2,awq_proxy,,,4,model.decoder.layers.0.self_attn.k_proj,768,768,0.11184911256975025,,,
2,awq_proxy,,,4,model.decoder.layers.0.self_attn.v_proj,768,768,0.1699992246020121,,,
2,awq_proxy,,,4,model.decoder.layers.0.self_attn.q_proj,768,768,0.10634955553341767,,,
2,awq_proxy,,,4,model.decoder.layers.0.self_attn.out_proj,768,768,0.10959385461198635,,,
2,awq_proxy,,,4,model.decoder.layers.0.fc1,768,3072,0.07165534208003353,,,
2,awq_proxy,,,4,model.decoder.layers.0.fc2,3072,768,0.10190613400537499,,,
2,awq_proxy,,,4,model.decoder.layers.1.self_attn.k_proj,768,768,0.08920128148866747,,,
2,awq_proxy,,,4,model.decoder.layers.1.self_attn.v_proj,768,768,0.13945803665700873,,,
2,awq_proxy,,,4,model.decoder.layers.1.self_attn.q_proj,768,768,0.10638452734742224,,,
2,awq_proxy,,,4,model.decoder.layers.1.self_attn.out_proj,768,768,0.1683078172014348,,,
2,awq_proxy,,,4,model.decoder.layers.1.fc1,768,3072,0.07691849805231753,,,
2,awq_proxy,,,4,model.decoder.layers.1.fc2,3072,768,0.12207235251699815,,,
2,awq_proxy,,,4,model.decoder.layers.2.self_attn.k_proj,768,768,0.13950619494899133,,,
2,awq_proxy,,,4,model.decoder.layers.2.self_attn.v_proj,768,768,0.1397693618278857,,,
2,awq_proxy,,,4,model.decoder.layers.2.self_attn.q_proj,768,768,0.1381443110892262,,,
2,awq_proxy,,,4,model.decoder.layers.2.self_attn.out_proj,768,768,0.2067219255310373,,,
2,awq_proxy,,,4,model.decoder.layers.2.fc1,768,3072,0.08479888247593244,,,
2,awq_proxy,,,4,model.decoder.layers.2.fc2,3072,768,0.05744311652043836,,,
2,awq_proxy,,,4,model.decoder.layers.3.self_attn.k_proj,768,768,0.09747584642727707,,,
2,awq_proxy,,,4,model.decoder.layers.3.self_attn.v_proj,768,768,0.1513061737816252,,,
2,awq_proxy,,,4,model.decoder.layers.3.self_attn.q_proj,768,768,0.10167155361846064,,,
2,awq_proxy,,,4,model.decoder.layers.3.self_attn.out_proj,768,768,0.17497327634043838,,,
2,awq_proxy,,,4,model.decoder.layers.3.fc1,768,3072,0.0592579584682772,,,
2,awq_proxy,,,4,model.decoder.layers.3.fc2,3072,768,0.13653094897861232,,,
2,awq_proxy,,,4,model.decoder.layers.4.self_attn.k_proj,768,768,0.09941169325000897,,,
2,awq_proxy,,,4,model.decoder.layers.4.self_attn.v_proj,768,768,0.14356213315586697,,,
2,awq_proxy,,,4,model.decoder.layers.4.self_attn.q_proj,768,768,0.10951772620041703,,,
2,awq_proxy,,,4,model.decoder.layers.4.self_attn.out_proj,768,768,0.1613471694376713,,,
2,awq_proxy,,,4,model.decoder.layers.4.fc1,768,3072,0.06069410432831776,,,
2,awq_proxy,,,4,model.decoder.layers.4.fc2,3072,768,0.1623212846132815,,,
2,awq_proxy,,,4,model.decoder.layers.5.self_attn.k_proj,768,768,0.09577501419042042,,,
2,awq_proxy,,,4,model.decoder.layers.5.self_attn.v_proj,768,768,0.14854449487423133,,,
2,awq_proxy,,,4,model.decoder.layers.5.self_attn.q_proj,768,768,0.1041585155658395,,,
2,awq_proxy,,,4,model.decoder.layers.5.self_attn.out_proj,768,768,0.17485633685615612,,,
2,awq_proxy,,,4,model.decoder.layers.5.fc1,768,3072,0.06091266166016198,,,
2,awq_proxy,,,4,model.decoder.layers.5.fc2,3072,768,0.24950099157976313,,,
2,awq_proxy,,,4,model.decoder.layers.6.self_attn.k_proj,768,768,0.09755317493720457,,,
2,awq_proxy,,,4,model.decoder.layers.6.self_attn.v_proj,768,768,0.14793246700854348,,,
2,awq_proxy,,,4,model.decoder.layers.6.self_attn.q_proj,768,768,0.10318933738218473,,,
2,awq_proxy,,,4,model.decoder.layers.6.self_attn.out_proj,768,768,0.15998490945337668,,,
2,awq_proxy,,,4,model.decoder.layers.6.fc1,768,3072,0.06582106282922916,,,
2,awq_proxy,,,4,model.decoder.layers.6.fc2,3072,768,0.2747687470842988,,,
2,awq_proxy,,,4,model.decoder.layers.7.self_attn.k_proj,768,768,0.1027135717841066,,,
2,awq_proxy,,,4,model.decoder.layers.7.self_attn.v_proj,768,768,0.1447943189024774,,,
2,awq_proxy,,,4,model.decoder.layers.7.self_attn.q_proj,768,768,0.11022282458690219,,,
2,awq_proxy,,,4,model.decoder.layers.7.self_attn.out_proj,768,768,0.19892648493300089,,,
2,awq_proxy,,,4,model.decoder.layers.7.fc1,768,3072,0.0663995218941059,,,
2,awq_proxy,,,4,model.decoder.layers.7.fc2,3072,768,0.2586762630267853,,,
2,awq_proxy,,,4,model.decoder.layers.8.self_attn.k_proj,768,768,0.10992548977066426,,,
2,awq_proxy,,,4,model.decoder.layers.8.self_attn.v_proj,768,768,0.15582373409646624,,,
2,awq_proxy,,,4,model.decoder.layers.8.self_attn.q_proj,768,768,0.11235225024650818,,,
2,awq_proxy,,,4,model.decoder.layers.8.self_attn.out_proj,768,768,0.16625683570729902,,,
2,awq_proxy,,,4,model.decoder.layers.8.fc1,768,3072,0.06579159143930767,,,
2,awq_proxy,,,4,model.decoder.layers.8.fc2,3072,768,0.277791469629046,,,
2,awq_proxy,,,4,model.decoder.layers.9.self_attn.k_proj,768,768,0.11194778573121028,,,
2,awq_proxy,,,4,model.decoder.layers.9.self_attn.v_proj,768,768,0.15515086954874865,,,
2,awq_proxy,,,4,model.decoder.layers.9.self_attn.q_proj,768,768,0.11885316669844642,,,
2,awq_proxy,,,4,model.decoder.layers.9.self_attn.out_proj,768,768,0.16065581675130797,,,
2,awq_proxy,,,4,model.decoder.layers.9.fc1,768,3072,0.06793196409250174,,,
2,awq_proxy,,,4,model.decoder.layers.9.fc2,3072,768,0.2601612657281789,,,
2,awq_proxy,,,4,model.decoder.layers.10.self_attn.k_proj,768,768,0.12519326108079173,,,
2,awq_proxy,,,4,model.decoder.layers.10.self_attn.v_proj,768,768,0.1663041491197032,,,
2,awq_proxy,,,4,model.decoder.layers.10.self_attn.q_proj,768,768,0.11964712921012147,,,
2,awq_proxy,,,4,model.decoder.layers.10.self_attn.out_proj,768,768,0.16720098173929654,,,
2,awq_proxy,,,4,model.decoder.layers.10.fc1,768,3072,0.06831678568645408,,,
2,awq_proxy,,,4,model.decoder.layers.10.fc2,3072,768,0.29403986409658955,,,
2,awq_proxy,,,4,model.decoder.layers.11.self_attn.k_proj,768,768,0.14040681215424022,,,
2,awq_proxy,,,4,model.decoder.layers.11.self_attn.v_proj,768,768,0.18502533060721302,,,
2,awq_proxy,,,4,model.decoder.layers.11.self_attn.q_proj,768,768,0.12705545683322192,,,
2,awq_proxy,,,4,model.decoder.layers.11.self_attn.out_proj,768,768,0.174835531159653,,,
2,awq_proxy,,,4,model.decoder.layers.11.fc1,768,3072,0.08732496768723368,,,
2,awq_proxy,,,4,model.decoder.layers.11.fc2,3072,768,0.12558691624359658,,,
2,awq_proxy,,,4,lm_head,768,50272,0.05542486413399686,,,
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.0.self_attn.k_proj,768,768,0.09174471669318508,2.820067080655164,0.24838947560082408,0.09415780632992708
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.0.self_attn.v_proj,768,768,0.18258106387446965,0.011512064972252892,0.045731252207024675,1.2646520293239054
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.0.self_attn.q_proj,768,768,0.0910368529359559,2.0235209208504252,0.22358105537973003,0.11757702183843578
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.0.self_attn.out_proj,768,768,0.11076072551463151,0.0001420600587410007,0.024969559486603572,4.433083024951549
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.0.fc1,768,3072,0.07845353439514764,0.2558687950925284,0.2448844645147907,0.9235215528475048
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.0.fc2,3072,768,0.10238772752096159,0.0005480995579256545,0.05681106689082609,2.355556560335349
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.1.self_attn.k_proj,768,768,0.08144374525716705,0.7623481693138371,0.14690747161893628,0.22346899620006883
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.1.self_attn.v_proj,768,768,0.1456943667969399,0.01249873847663822,0.03156602755851608,1.2938344312994399
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.1.self_attn.q_proj,768,768,0.09791074721135923,0.679230240224865,0.13592668147367815,0.24200447529592609
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.1.self_attn.out_proj,768,768,0.17089133984350346,2.139541228353376e-06,0.009132543709075468,23.01059713431719
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.1.fc1,768,3072,0.08861439702683384,0.31087260887221874,0.176397600058251,0.6907630883452782
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.1.fc2,3072,768,0.18735193207947218,5.665518186390664e-06,0.006314843215294467,39.87797289833099
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.2.self_attn.k_proj,768,768,0.07960765370379612,3.3490982777912337,0.2165213499578933,0.07263254580854137
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.2.self_attn.v_proj,768,768,0.16439790635568546,0.09904433788418941,0.07281328131999226,0.9423363584456973
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.2.self_attn.q_proj,768,768,0.08131191125473362,2.562603180833118,0.191828233900098,0.08523710859890744
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.2.self_attn.out_proj,768,768,0.2171723456136551,1.3961432627047865e-05,0.019456058543598012,6.655006632648325
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.2.fc1,768,3072,0.07581168370468849,0.3704059048460981,0.281864664645648,0.7324771908639964
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.2.fc2,3072,768,0.0656835851317736,9.455481093012274e-06,0.029491227671277966,9.091967599047615
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.3.self_attn.k_proj,768,768,0.05727422735127486,1.3405856644709975,0.12112591347339971,0.10882220648980563
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.3.self_attn.v_proj,768,768,0.1728959855314466,0.08289995198691058,0.058906292110959775,1.1658454516991785
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.3.self_attn.q_proj,768,768,0.06160158188972967,1.2494214626459361,0.1207139876499856,0.11579893918452923
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.3.self_attn.out_proj,768,768,0.19086402926062068,2.1483280849720136e-06,0.008257909360705407,28.03422135881053
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.3.fc1,768,3072,0.06027585154201414,0.2533411927708619,0.25013764115219206,0.9410309907749531
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.3.fc2,3072,768,0.19143038005693835,5.005208560296624e-06,0.013650686898293286,36.589079916298694
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.4.self_attn.k_proj,768,768,0.05983064734554775,5.336844282054576,0.3323315693457868,0.06409015591043005
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.4.self_attn.v_proj,768,768,0.16326010090240603,0.09738606748314933,0.08376968929847839,1.0661273771780817
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.4.self_attn.q_proj,768,768,0.06537870137406583,4.473939669849674,0.2972482481402237,0.068955289203555
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.4.self_attn.out_proj,768,768,0.16701688114521637,4.918170301804048e-06,0.01330960147461925,12.409065683485162
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.4.fc1,768,3072,0.05889893679371729,0.16765254220431022,0.12183965318305122,1.1203344894084712
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.4.fc2,3072,768,0.2852886797388874,5.920061043607568e-06,0.002460659008449605,39.87797289833099
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.5.self_attn.k_proj,768,768,0.06349175313617225,7.805323852627632,0.438452064563274,0.05651853990224564
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.5.self_attn.v_proj,768,768,0.16756910280695797,0.11106577294726513,0.09054262644925723,0.8612928684329967
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.5.self_attn.q_proj,768,768,0.06666811972812088,6.881591965777018,0.40666087054208083,0.059805648562242075
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.5.self_attn.out_proj,768,768,0.1942339717139954,3.003221381342339e-06,0.011353798935710391,17.78103896468446
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.5.fc1,768,3072,0.06775440576875102,0.18749151608304912,0.15064909164468934,1.1137196692996958
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.5.fc2,3072,768,0.490480285131158,6.551166971204935e-06,0.004883622927602666,39.87797289833099
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.6.self_attn.k_proj,768,768,0.06881155107590742,10.823511767561396,0.5331271766370937,0.04781519359374407
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.6.self_attn.v_proj,768,768,0.16362535518183632,0.11558476615175621,0.08772026901141744,0.7699573848870465
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.6.self_attn.q_proj,768,768,0.06988178139283165,7.509970586039762,0.4558736972148582,0.06073837491493617
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.6.self_attn.out_proj,768,768,0.17928038994692425,4.26474737355737e-05,0.02212270379010561,6.180268686403302
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.6.fc1,768,3072,0.07290328807391236,0.23978077313524038,0.14922962548858018,0.7337215459762564
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.6.fc2,3072,768,0.47937031279876813,1.248016151705839e-05,0.027270631267083366,16.48372206906744
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.7.self_attn.k_proj,768,768,0.08074139393988801,12.027400205906357,0.5303675455331639,0.04074773965049476
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.7.self_attn.v_proj,768,768,0.147499921827524,0.10337956502138605,0.08474199547121654,0.8602890961713527
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.7.self_attn.q_proj,768,768,0.08421946773782647,10.418558259244962,0.5186591483308631,0.04685972448082288
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.7.self_attn.out_proj,768,768,0.21572933512242878,0.0007232222595108737,0.04405347385817387,2.0054030118515342
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.7.fc1,768,3072,0.07132245937906016,0.26684596837572455,0.18352041054724277,0.7443880276637799
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.7.fc2,3072,768,0.43850614296095963,6.498703627631356e-06,0.010782993927685551,39.87797289833099
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.8.self_attn.k_proj,768,768,0.09205972569624594,12.505315032133007,0.5033023173397079,0.035881087550684344
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.8.self_attn.v_proj,768,768,0.15374491067307253,0.20071544533931523,0.10082118958758086,0.531639076338999
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.8.self_attn.q_proj,768,768,0.09174389824416226,11.16736414615293,0.4970753028100768,0.040459007414790124
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.8.self_attn.out_proj,768,768,0.17593882588609083,0.0004314595813270337,0.03941265606577861,1.815052620256869
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.8.fc1,768,3072,0.06859558376379069,0.22429079599857252,0.15101753748211172,0.8215170479475928
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.8.fc2,3072,768,0.44678376734249836,9.724511662214705e-06,0.021775337232169113,22.209696306467972
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.9.self_attn.k_proj,768,768,0.10130456420983211,12.59594586257861,0.5076978818322997,0.03542162316231246
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.9.self_attn.v_proj,768,768,0.14720906267891465,0.11217330213643671,0.06700098396444426,0.5836336141370835
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.9.self_attn.q_proj,768,768,0.10571910040979879,10.92364077286027,0.4871996251917912,0.03961378000650987
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.9.self_attn.out_proj,768,768,0.17081786391352496,0.0019545475659986777,0.044353653475974586,1.5186571868483085
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.9.fc1,768,3072,0.07082900704124649,0.1556730286981672,0.1272746329728703,1.2129891822995253
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.9.fc2,3072,768,0.37543165449292243,1.5873778706204775e-05,0.028533202102164177,15.39727115510049
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.10.self_attn.k_proj,768,768,0.12322658912867825,14.68353399745829,0.563862031985725,0.03326399594639802
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.10.self_attn.v_proj,768,768,0.1613382301764385,0.1100217651018455,0.06072030281091544,0.635115248174367
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.10.self_attn.q_proj,768,768,0.11383347762675962,11.78571815656391,0.5489053699526532,0.041578680371897346
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.10.self_attn.out_proj,768,768,0.1784317849385716,0.0004941083748566528,0.0351021042260493,2.329546352041336
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.10.fc1,768,3072,0.07412854207004774,0.15186238656768708,0.11317581957318913,1.373803612315321
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.10.fc2,3072,768,0.38664720249017304,0.00013443442756721645,0.05278969569962412,5.884094409013751
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.11.self_attn.k_proj,768,768,0.1322728022397868,12.770462669654497,0.5175147437709626,0.03421612697923112
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.11.self_attn.v_proj,768,768,0.14746880857455727,0.5857957032620518,0.14828537729141236,0.2811745108656748
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.11.self_attn.q_proj,768,768,0.11662947239272536,10.882380644703307,0.5141867487486728,0.04090477506719314
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.11.self_attn.out_proj,768,768,0.20007204194299488,0.006970709334655154,0.05400684518019838,1.0988684813851777
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.11.fc1,768,3072,0.0851467421084669,0.2551698055530141,0.10145945785939825,0.8041673508457894
2,admm_gptq,task_norm_magnitude,1.0,4,model.decoder.layers.11.fc2,3072,768,0.165001054498665,0.003993944896039763,0.08496536105418982,1.784157618772361
2,admm_gptq,task_norm_magnitude,1.0,4,lm_head,768,50272,0.0486967463522502,83.69749986936291,3.4026365051589966,0.030474540273139644
